publication_version_id,publication_id,doi,title,abstract,Tags,Authors,,
2701,3612,10.4231/02MW-SS48,Adaptive Video Simulation for Social Skills Development,"This 2-D video simulation aims to develop learners’ social skills in the immersive environment. After the training, learners may experience improvement in their personal attributes to interact effectively with other people who are culturally...","intercultural competence development, simulated training, technology leadership and innovation, video training","Brian Chupp, Kris Acheson-Claire, Mesut Akdere, Yeling Jiang",,
2707,3618,10.4231/Y4AR-4X73,Effect of Droplet Collisions on Evaporation in Spray-drying,Included is the main code for the two &quot;collision&quot; and &quot;no collision&quot; models. a sample data for solids fraction of 3e-4 is provided for Weber numbers of 10 and 150.,"droplet collision, evaporation, mechanical engineering, multiphase flow, spray-drying","Siavash Zamani, Aaron Morris",,
2710,3621,10.4231/W9SK-NZ50,Lockout/Tagout (LOTO) Virtual Reality Safety Training,This Lockout/Tagout (LOTO) Virtual Reality Safety Training is a Virtual Reality simulation built to provide safety training on the practices and procedures necessary to disable machinery or equipment.,"lockout/tagout safety training, technology leadership and innovation, the osha standard for the control of hazardous energy, title 29 code of federal regulations, virtual reality","Mesut Akdere, Justus Dewald, Jacie Grant, Larissa Leck, Sazzdur Rahman, Andres Sandiago, Yeling Jiang",,
2712,3623,10.4231/D2JJ-Y263,Best linear unbiased predictions (BLUPs) for ear photometry traits of 831 testcross maize hybrids. This dataset was used in ANOVA and tukey testing to differentiate maize heterotic groups.,Ear photometry was used to characterize 298 ex-PVP inbred lines and 274 Drought Tolerant Maize for Africa (DTMA) inbred lines when crossed to Iodent (PHP02) and/or Stiff Stalk (2FACC) testers for 25 yield-related traits in 2017 and 2018.,"agronomy, ear photometry in maize testcrosses, heat-tolerant maize, maize","Mitchell R Tuinstra, Seth A Tolley",,
2716,3626,10.4231/N5MX-9W30,"Estimated soil physical properties for hydrologic modeling in Arequipa, Peru","This dataset provides spatially-distributed soil physical properties required for SWAT hydrologic modeling in the Arequipa Department of Peru, based on regional soil maps and available soil profiles. Developed methodology is also provided.","agricultural and biological engineering, arcgis, arequipa, arequipa nexus institute, digital soil mapping, geographic information systems (gis), hydrologic modeling, hydrology, peru, soil, swat model, unsa, watershed","Martín Juan C.  Villalta Soto, Fariborz Daneshvar, Jane R Frankenberger, Keith A Cherkauer, Laura C Bowling",,
2717,3627,10.4231/GYN8-W684,"Estimated land cover properties for hydrologic modeling in Arequipa, Peru",This dataset provides spatially-distributed land cover properties required for SWAT hydrologic modeling in the Arequipa Department of Peru. Developed methodology for estimation of land cover properties is also provided.,"agricultural and biological engineering, arcgis, arequipa, arequipa nexus institute, crops, geographic information systems (gis), grassland, hydrologic modeling, hydrology, peru, swat model, unsa, watershed","Fariborz Daneshvar, Jane R Frankenberger, Johann Alexander Vera Mercado, Keith A Cherkauer, Laura C Bowling",,
2722,3632,10.4231/VF0B-B644,2020 Purdue FNR Ecological Sensors Class Air Quality Data,Air quality sensor data collected by Purdue Forestry &amp; Natural Resources students using Arduino-compatible microcontrollers and sensors to detect volatile organic compounds and 2.5 µm particulates.,"air pressure, forestry and natural resources, indoor air quality, outdoor air quality, particulate air quality, teaching and learning, temperature, vocs","Molly Barrett, David Savage, Grace Walker, Amanda N. Heltzel, Taylor Hayes, Kimberly Gulbranson, Sylvia Park, Benjamin Rivera, Brandon M. Sosa, Calen Cunningham, Joseph Hale, Seth Williams, Aziz Ebrahimi, Jacob Daniel Hosen",,
2724,3633,10.4231/S2B6-J628,"A Rainfall-based, Sequential Depression-filling Algorithm and Applications on a Watershed in Northeastern Indiana, USA",Contents include script files for a sequential depression-filling algorithm developed in Matlab as well as elevation datasets used in a manuscript publication.,"agricultural and biological engineering, elevation, matlab, watershed","Dennis Buckmaster, Samuel Adam Noel",,
2732,3641,10.4231/BJHE-3239,"Tile discharge, dissolved reactive phosphorus concentrations and loads for the WQFS (Water year 2011 – 2013).","The data included here are for the WQFS tile discharge, DRP concentrations and loads for the Miscanthus x giganteus, continuous maize with residue removal, and switchgrass variety Shawnee treatments only.","agronomy, dissolved reactive phosphorus, phosphorus loss, p sink soils, p source soils, tile discharge, water quality, water quality data, water quality field station","Jeffrey J. Volenec, Pauline Welikhe, Ronald F. Turco, Sylvie M. Brouder, Margaret Gitau, Pauline Kageha Welikhe, Nicole S. De Armond",,
2734,3643,10.4231/WJYX-B949,Dry Matter Intake and Beta-Hydroxybutyrate Response in a GTT in Phase Shifted Dairy Cows,"Circadian disruptions in dairy cattle did not affect BHB concentrations in response to an IVGTT at 14 days before expected calving and 7 days in milk. Additionally, there was no effect of disruptions on dry matter intake","animal sciences, circadian rhythm, glucose tolerance test, periparturient dairy cows","Conor John Mccabe, Jacquelyn P Boerman, Theresa M. Casey, Aridany Suarez Trujillo",,
2735,3644,10.4231/E00F-VE65,"Seasonal variation in abundance and diversity of eavesdropping frog‐biting midges (Diptera, Corethrellidae) in a neotropical rainforest","We investigated the seasonal interaction among a specialized eavesdropping, frog-biting midges (Corethrella spp.), and their anuran hosts. Overall abundance of midges decreased in the dry season with little differences in abundance of species.","acoustic communication, biological sciences, eavesdroppers, engystomops pustulosus, frog-biting midges, phenology, smilisca sila, tropical seasonality","Viktor Baranov, Henry D Legett, Ximena E Bernal",,
2736,3645,10.4231/SKRQ-CN44,Synchronized mating signals in a communication network: the challenge of avoiding predators while attracting mates,We investigate how signal synchronization is shaped by natural and sexual selection in two frog species. Our results show that synchronization reduces exposure to eavesdroppers and relaxed selection by females is likely important.,"acoustic communication, biological sciences, communi, eavesdroppers, relaxed selection, synchrony","Rachel A Page, Henry Legett, Ximena E Bernal",,
2737,3646,10.4231/TYHF-XJ20,Prey exploits the auditory illusions of eavesdropping predators,We show that male tree frogs reduce their attractiveness to eavesdropping enemies (bats and midges) by overlapping their calls at near-perfect synchrony with the calls of neighboring conspecifics taking advantage of an auditory illusion.,"animal communication, biological sciences, communication network, eavesdroppers, illusion, sensory exploitation, synchrony","Henry D Legett, Ximena E Bernal, Claire T Hemingway",,
2738,3647,10.4231/1GSD-PZ56,Traffic noise differentially impacts call types in a Japanese treefrog (Buergeria japonica),We investigated how the different call types of a Japanese stream breeding treefrog are affected by automobile traffic noise. This noise affected signal types in different ways suggesting some social functions will be disrupted more than others.,"acoustic communication, anthropogenic noise, biological sciences, buergeria japonica, frogs, noise, noise pollution, road effects","Henry Legett, Ximena E Bernal, Ryan P. Madden, Ikkyu Aihara",,
2739,3648,10.4231/KZT5-7E19,Anuran predators overcome visual illusion: dazzle coloration does not protect moving prey,Complex color patterns can decrease capture of moving prey (motion dazzle effect). We found no support for the motion dazzle effect as striped crickets did not fare better than solid colored ones crickets that moved more were more likely to be eaten.,"antipredator, biological sciences, camouflage, cane toads, coloration, motion dazzle","Sara Zlotnik, Ximena E Bernal, Geena M Darnell",,
2741,3650,10.4231/VWVS-M579,Laryngeal demasculinization in wild Cane Toads varies with land use,We examined wild populations of cane toads near sugarcane fields in Florida and found evidence of demasculinization in both primary and secondary sexual traits in male toads. Males from sugarcane areas have reduced larynges than toads from the city.,"agriculture, biological sciences, cane toads, ecophysiology, endocrine disruptor, vocal cords","Sara Zlotnik, Ximena E Bernal, Marcos Gridi-Papp",,
2742,3651,10.4231/7M5G-FZ96,"Signal synchrony and alternation among neighbor males in a Japanese Stream Breeding Treefrog, Buergeria japonica","We examined call timing strategies of the Ryukyu Kajika frog showing variation in temporal signaling strategies within a
species with a call type that is synchronized with neighbors and another one that is produced alternating.","acoustic communication, animal communication, biological sciences, buergeria japonica, call timing, synchronized signals, synchrony","Henry D Legett, Ikkyu Aihara, Ximena E Bernal",,
2746,3655,10.4231/N1FM-2D67,"Hard-braking event dataset for I-35, TX",This data set illustrates the daily variation in hard-braking events for a 500-mile section of I-35 in Texas.,"civil engineering, connected vehicle, crashes, hard-braking, jtrp, traffic safety","Matthew Blackwell, Darcy M. Bullock, Howell Li, Jijo K. Mathew, Jijo Kulathintekizhakethil Mathew",,
2747,3656,10.4231/GK80-XG71,Hard-braking Event Dataset for Interstate Routes in Indiana,"This data set illustrates the daily variation in hard-braking events for five interstate routes (I-65, I-69, I-70, I-94 and I-465) in Indiana.","civil engineering, connected vehicles, crashes, hard-braking, safety","Matthew Blackwell, Darcy M. Bullock, Howell Li, Jijo K Mathew, Jijo Kulathintekizhakethil Mathew",,
2748,3657,10.4231/69H7-CV75,R Pipeline for Calculation of APSIM Parameters and Generating the XML File,A pipeline to generate the XML parameter file for APSIM was developed in R. The files and R codes are reported in &quot;R Pipeline for Calculation of APSIM Parameters and Generating the XML File&quot;.,"agronomy, apsim crop growth models, apsim pipeline, remote sensing","Kai-Wei Yang, Mitchell Tuinstra, Scott Chapman, Mitchell R Tuinstra",,
2749,3658,10.4231/KMK0-J993,2018 West Lafayette Simulation of 18 Sorghum Hybrids,The model calibration step compares the APSIM simulated results with measured phenotypes in field trials. Parameter adjustments are reported in “SorghumXMLOutputUQ”.,"2018 sorghum simulation, agronomy, apsim crop model, remote sensing","Kai-Wei Yang, Scott Chapman, Mitchell Tuinstra, Mitchell R Tuinstra",,
2750,3659,10.4231/0NX5-RT34,2015 West Lafayette Simulation of 18 Sorghum Hybrids,The APSIM models from 2018 West Lafayette were validated by comparing simulated and observed results of experiments conducted in 2015 West Lafayette.,"2015 sorghum crop simulation, agronomy, biophysical crop models, remote sensing","Kai-Wei Yang, Scott Chapman, Mitchell Tuinstra, Mitchell R Tuinstra",,
2751,3660,10.4231/3FT5-MJ18,Micromobility data set for Indianapolis,"This data set includes 1-year of E-scooter trip data from the city of Indianapolis, IN between Sep 2018 and Aug 2019.","civil engineering, e-scooter, jtrp, micro mobility, shared mobility, trips","Darcy M. Bullock, Deborah Horton, Howell Li, Jijo K Mathew, Mingmin Liu, Jijo Kulathintekizhakethil Mathew",,
2752,3661,10.4231/6NW4-TB31,2017 West Lafayette Simulation of 18 Sorghum Hybrids,The calibrated APSIM models from 2018 West Lafayette were validated by comparing simulated and observed results of experiments conducted in 2017 West Lafayette.,"2017 sorghum simulation, agronomy, apsim crop model, remote sensing","Kai-Wei Yang, Scott Chapman, Mitchell Tuinstra, Mitchell R Tuinstra",,
2753,3662,10.4231/PRS2-AC22,Texas Scenario Simulation of Sorghum Hybrids Using Historical Weather Data,"In the Texas scenario simulations, the physiology parameters from 2018 West Lafayette were used to run APSIM simulations in Bushland, TX using multi-year historical weather data.","agronomy, apsim, forage sorghum crop models, texas scenario simulation","Kai-Wei Yang, Scott Chapman, Mitchell Tuinstra, Mitchell R Tuinstra",,
2754,3663,10.4231/63GJ-CJ23,West Lafayette Scenario Simulation of Sorghum Hybrids Using Historical Weather Data,"In the West Lafayette scenario simulations, the physiology parameters from 2018 West Lafayette were used to run APSIM simulations in West Lafayette using multi-year historical weather data.","agronomy, apsim, forage sorghum modelling, west lafayette scenario simulation","Mitchell Tuinstra, Scott Chapman, Kai-Wei Yang, Mitchell R Tuinstra",,
2762,3671,10.4231/1702-6M85,Metabolic Source Isotopic Pair Labeling and Genome-Wide Association Are Complementary Tools for the Identification of Metabolite-Gene Associations in Plants,Development of PODIUM: A tool to identify and extract from untargeted LC-MS data MS features that incorporated 13C-fed isotopic labels.,"biochemistry, liquid chromatography–mass spectrometry (lc–ms), metabolomics, plant metabolism, stable isotope labeling, untargeted metabolomics analyses","Cole Wunderlich, Xu Li, Brian Dilkes, Clint C S Chapple, Jeffrey Simpson, Jeffrey P Simpson",,
2767,3676,10.4231/1YRJ-HZ02,Data for: Timing and order of exposure to two echinostome species affect patterns of infection in larval amphibians,These data correspond to a paper entitled &quot;Timing and order of exposure to two echinostome species affect patterns of infection in larval amphibians&quot; by Billet et al. published in the journal Parasitology in 2020:...,"amphibians, echinostomatidae, forestry and natural resources, metacercariae, priority effects","Jason T. Hoverman, Logan Scott Billet",,
2768,3677,10.4231/K9C5-R785,Data for: Relative acute toxicity of three per- and polyfluoroalkyl substances on nine species of larval amphibians,These data correspond to a paper entitled &quot;Relative acute toxicity of three per- and polyfluoroalkyl substances on nine species of larval amphibians&quot; by Tornabene et al.,"anurans, ecological risk assessment, forestry and natural resources, frogs, lc50, pfas, salamanders, toads","Megan Gannon, Brian Tornabene, Michael Chislock, Jason T. Hoverman, Maria Sepulveda",,
2769,3678,10.4231/1FQ0-P419,Animal Model Dependent Response to Pentagalloyl Glucose in Murine Abdominal Aortic Injury,This dataset accompanies the Journal of Clinical Medicine article by the same name (https://doi.org/10.3390/jcm10020219) and includes all data discussed therein. Please contact Craig Goergen with any questions at cgoergen@purdue.edu.,"abdominal aortic aneurysms, biomedical engineering, elastin, pentagalloyl glucose, ultrasound","Elizabeth Niedert, Sourav Patnaik, Renxiang Tang, Riley Holloway, Vangelina Osteguin, Ender Finol, Craig Goergen, Jennifer Anderson, Jennifer L Anderson",,
2772,3679,10.4231/AY85-YD07,Data for: Population-level variation in infection outcomes not influenced by pesticide exposure in larval wood frogs (Rana sylvatica),These data correspond to a paper entitled &quot;Population-level variation in infection outcomes not influenced by pesticide exposure in larval wood frogs (Rana sylvatica)&quot; by Billet et al. submitted to the journal Freshwater Biology in 2021.,"disease ecology, echinostomatidae, ecotoxicology, forestry and natural resources, host-parasite interactions, pesticides, ranavirus","Jason T. Hoverman, Logan Scott Billet",,
2777,3684,10.4231/K1WJ-TW90,Dataset of the peak height insertion gain (PHIG) method for quantifying acoustic feedback in hearing aids,Raw audio recordings of hearing aid output with and without feedback.  MATLAB code for a method that quantifies the strength of the feedback signal.  Spreadsheet data containing categorical feedback ratings from human listeners.,"acoustic communication, adverse hearing conditions, feedback, hearing aids, hearing science, matlab, sound, speech language and hearing sciences","Stephanie Schmig, Randall Wagner, Steve Armstrong, Joshua M Alexander",,
2779,3686,10.4231/2YMW-JY19,"Precipitation and Temperature Data for Select 12 Stations in Kenya, Tanzania, and Uganda (1979-2020)","Raw climate data from ground-based stations as available and shareable, and time series developed from Climate Forecast System Reanalysis (CFSR) for selected stations in three East African countries—Kenya, Tanzania, and Uganda.","agricultural and biological engineering, climate, hydroclimate, hydrologic modeling, kenya, laser_pulse, precipitation, tanzania, temperature, uganda, water quality modeling, water resources, water security","F. Mishili, Daniel Moriasi, Nicholas Kiggundu, Margaret W Gitau, Victoria Garibay",,
2780,3687,10.4231/FMF9-MF28,"Precipitation and Temperature Data for Simiyu River Watershed, Tanzania (1972-2019)","Raw climate data from ground-based stations as available and shareable for selected stations in the Simiyu River Watershed, Tanzania.","agricultural and biological engineering, climate, hydroclimate, hydrologic modeling, kenya, laser_pulse, precipitation, tanzania, temperature, uganda, water quality modeling, water resources, water security","Victor Kongo, Bancy Mati, James Kisekka, Daniel Moriasi, Nicholas Kiggundu, Subira Eva Munishi, Augustina Alexander, Margaret W Gitau, Victoria Garibay",,
2781,3688,10.4231/EB3J-CS77,"Precipitation and Temperature (2000-2018), Streamflow (1997-2007), and Water Quality data (2011-2016) for Murchison Bay Watershed, Uganda.","Raw climate and raw or aggregated water data from ground-based stations as available and shareable for selected stations in the Murchison Bay Watershed, Uganda.","agricultural and biological engineering, climate, hydroclimate, hydrologic modeling, laser_pulse, precipitation, temperature, uganda, water quality modeling, water resources, water security","Daniel Moriasi, Nicholas Kiggundu, Subira Eva Munishi, Augustina Alexander, Bancy Mati, James Kisekka, Margaret W Gitau, Victor Kongo, Victoria M Garibay",,
2782,3689,10.4231/N75Q-ZW81,"Precipitation and Temperature (1979-2020) and Annual Streamflow (1959-2001) Data for Sasumua River Watershed, Kenya.","Reanalysis climate data and aggregated streamflow data from river gaging stations as available and shareable for the Sasumua River Watershed, Kenya.","agricultural and biological engineering, climate, east africa, hydroclimate, hydrologic modeling, kenya, laser_pulse, precipitation, rainfall, sasumua river watershed, temperature, water quality modeling, water resources","Daniel Moriasi, Nicholas Kiggundu, Subira Eva Munishi, Augustina Alexander, Bancy Mati, James Kisekka, Margaret W Gitau, Victor Kongo, Victoria M Garibay",,
2783,3690,10.4231/QV4A-5J43,Precipitation and Temperature Data for Select 5 Stations in Kenya (1979-2020),"Raw climate data from ground-based stations as available and shareable, and time series developed from Climate Forecast System Reanalysis (CFSR) for selected stations in Kenya.","agricultural and biological engineering, climate, hydroclimate, hydrologic modeling, kenya, laser_pulse, precipitation, tanzania, temperature, uganda, water quality modeling, water resources, water security","Daniel Moriasi, Nicholas Kiggundu, Fulgence Mishili, Margaret Gitau, Victoria M Garibay, Margaret W Gitau",,
2784,3691,10.4231/A4YZ-QP36,Data for: Pathogens and predators: examining the separate and combined effects of natural enemies on community structure,These data and code correspond to a paper entitled &quot;Pathogens and predators: examining the separate and combined effects of natural enemies on community structure&quot; by DeBlieux and Hoverman.,"community composition, community ecology, disease ecology, forestry and natural resources, healthy herds, parasite-induced vulnerability, predator ecology, risk reduction","Jason T. Hoverman, Turner DeBlieux",,
2790,3696,10.4231/B05Y-QG11,Data for: Pesticide tolerance induced by a generalized stress response in wood frogs (Rana sylvatica),These data correspond to a paper entitled &quot;Pesticide tolerance induced by a generalized stress response in wood frogs (Rana sylvatica)&quot; by LS Billet and JT Hoverman published in the journal Ecotoxicology.,"acetylcholinesterase inhibitor, amphibians, carbaryl, forestry and natural resources, frogs, generalized stress response, glucocorticoids, inducible tolerance, rana sylvatica","Jason T. Hoverman, Logan Scott Billet",,
2793,3699,10.4231/SWWW-QK81,Data for: Improving English Language Arts Instruction in Indiana Dual Language Bilingual Education Classrooms,This data set includes observation scores of Indiana elementary school classroom teachers’ English language arts instruction using the Sheltered Instruction Observation Protocol between 2018 and 2020.,"bilingual education, curriculum and instruction, dual language, education, elementary schools, english language arts, siop, teacher professional development","Wan Hee Kim, Patricia M Morita-Mullaney, Wayne E Wright, Woongsik Choi, Stanislav Pejša",,
2949,3699,10.4231/2A0P-ME30,Data for: Improving English Language Arts Instruction in Indiana Dual Language Bilingual Education Classrooms,This data set includes observation scores of Indiana elementary school classroom teachers’ English language arts instruction using the Sheltered Instruction Observation Protocol between 2018 and 2020.,"bilingual education, curriculum and instruction, dual language, education, elementary schools, english language arts, siop, teacher professional development","Wayne E Wright, Woongsik Choi, Wan Hee Kim, Patricia M Morita-Mullaney",,
2795,3701,10.4231/2ARZ-BY05,Precipitation and Temperature Data for Select 3 Stations in Tanzania (1979-2020),"Raw climate data from ground-based stations as available and shareable, and time series developed from Climate Forecast System Reanalysis (CFSR) for selected stations in Tanzania.","agricultural and biological engineering, climate, hydroclimate, hydrologic modeling, laser_pulse, precipitation, tanzania, temperature, water quality modeling, water resources, water security","Daniel Moriasi, Nicholas Kiggundu, Fulgence Mishili, Margaret W Gitau, Victoria M Garibay",,
2796,3702,10.4231/6YK1-CQ13,Precipitation and Temperature Data for Select 4 Stations in Uganda (1979-2020),"Raw climate data from ground-based stations as available and shareable, and time series developed from Climate Forecast System Reanalysis (CFSR) for selected stations in Uganda.","agricultural and biological engineering, climate, hydroclimate, hydrologic modeling, laser_pulse, precipitation, temperature, uganda, water quality modeling, water resources, water security","Daniel Moriasi, Nicholas Kiggundu, Fulgence Mishili, Margaret W Gitau, Victoria M Garibay",,
2797,3703,10.4231/0PX3-T517,Site Index of the Rough Cilicia Archaeological Survey Project,This dataset includes a comprehensive list of approximately 150 sites surveyed in the course of the  Rough Cilicia Archaeological Survey Project between 1996 and 2011.,"ancient greece, archaeological survey, archaeology, architectural features, classical studies, gazipasha, pottery, rcasp, rough cilicia, rough cilicia survey project, turkey","Nicholas Kregotis Rauh, Stanislav Pejša",,
2798,3704,10.4231/00NG-EG61,Archaelogical Sites in Wider Rough Cilicia (Rough Cilicia and Isauria),"This dataset lists eighty-six major archaeological sites in the regions of Rough Cilicia and Isauria in modern Turkey, with locations recorded in on-site georeferencing.","ancient greece, archaeological survey, archaeology, classical studies, isauria, rough cilicia, turkey","Nicholas Kregotis Rauh, Stanislav Pejša",,
2799,3705,10.4231/6AF9-3085,Characterizing a gene expression toolkit for eye- and photoreceptor-specific expression in Drosophila - Supporting data for Escobedo et al. (2021),Supporting and raw data for Escobedo et al. (2021) including microscopy images.,"biochemistry, development, drosophila, eye, gal4, gal4 expression system, geneswitch gal4, photoreceptor, qf2 expression system","Spencer Escobedo, Vikki Marie Weake",,
2801,3707,10.4231/0D14-5Q79,Indiana Statewide Digital Surface Model (2016-2019),Digital Surface Model generated from the Indiana Statewide LiDAR data (2016 - 2019),"civil engineering, data science, high performance computing, lidar, remote sensing","Sungchan Oh, Jinha Jung",,
2802,3708,10.4231/QAA5-6J29,Indiana Statewide Normalized Digital Height Model (2016-2019),Normalized Digital Height Model generated from the Indiana Statewide LiDAR data (2016 - 2019),"civil engineering, data science, high performance computing, lidar, remote sensing","Jinha Jung, Sungchan Oh",,
2804,3710,10.4231/2P0V-7Q31,Archived data of the Biographical Dictionary of the Residents of the French Academy in Rome,Remediated and enhanced data of the Biographical Dictionary of the Residents of the French Academy in Rome for qualitative analysis of the prosopographic data of French artists - recipients of the Prix de Rome award between 1663 and 1968.,"artists, composers, cultural sociology, digital humanities, engravers, french art, history of art, painters, prix de rome, prosopography, sculptors, visual and performing arts","Annie Verger, Catherine Dossin, Gabriel Verger, Stanislav Pejša, Béatrice Joyeux-Prunel",,
2805,3711,10.4231/1R4N-RP33,Photos and videos documenting spring emergences and sampling locations in and around Mount Hood National Forest and Glacier National Park,This dataset contains photos and videos documenting sampling locations in and around Mount Hood National Forest and Glacier National Park.,"alpine, climate change, eaps, glacier, glacier national park, glaciers, mount hood national forest, springs",Jordyn Beth Miller,,
2808,3714,10.4231/NV3H-G751,RDAP 2021 COVID-19 Salute Pre-Keynote Video Purdue University Libraries and School of Information Studies,COVID-19 Data and Healthcare Workers Salute for RDAP 2021 by Purdue University Libraries and School of Information Studies,"covid-19, library science, purdue libraries, rdap, research data and access preservation summit, research data management, video","Michael Witt, Sarah Reifel, Beth McNeil, Ayn Reineke, Jarrod Hurt, Donna L Ferullo",,
2809,3715,10.4231/0YAM-9T87,A data assimilation method for analysis of cavitation bubble dynamics,"Here, we present a novel state-observer data-assimilation technique designed to fuse time-resolved cavitation bubble diameter measurements with a governing model to yield enhanced Spatio-temporal prediction of the cavitation bubble dynamics.","cavitation, data assimilation, experimental tests, fluid mechanics, image processing, mechanical engineering, physics, pid controller","Arezoo Ardekani, Javad Eshraghi, Pavlos Vlachos",,
2810,3716,10.4231/J9RZ-QF79,The dual benefits of synchronized mating signals in a Japanese treefrog,We investigated two non-mutually exclusive hypotheses: 1) beacon effect  and 2) eavesdropper avoidance.  We found that synchronized signalling both increasing attraction of females to the chorus and reducing eavesdropper attacks.,"acoustic communication, beacon effect, biological sciences, eavesdroppers, predator avoidance, relaxed selection, synchrony","Henry Legett, Ikkyu Aihara, Ximena E Bernal",,
2811,3717,10.4231/YN6B-9F55,"Comparison of Old Field And Restoration at Salomon Farm Park, Indiana",Comparison of plant communities in two adjacent fields - restoration and old field. Plant surveys conducted in 2018 following restoration in 2016.,"biology, ecological applications, ecology, plant diversity, plant survey, restoration",Jordan M Marshall,,
2813,3718,10.4231/VHMG-GQ38,"Ecological Plant Surveys of Little Wabash River Nature Preserve, Indiana",Plot based plant survey of Little Wabash River Nature Preserve and environmental characteristics.,"allen county, biology, ecology, indiana, nature preserve, plant diversity, plant survey",Jordan M Marshall,,
2814,3719,10.4231/CXVA-PY97,Dataset of Cost and Schedule Overruns in 19 DoD Acquisition Programs (2003-2017),"This database is part of the following paper (in review): Hans, A., Chaudhari, A. M., Bilionis, I., Panchal, J. H., (2021) &quot;A Mixed-Method Analysis of Cost and Schedule Growth in Defense Acquisition Programs&quot;,  ASME DAC, August 17-21st","cost overrun, defense acquisitions, mechanical engineering, schedule growth","Atharva Hans, Ashish M. Chaudhari, Ilias Bilionis, Jitesh H. Panchal, Ashish Mortiram Chaudhari",,
2817,3722,10.4231/3X2D-TJ90,Reliable Vehicle to Vehicle Communication Networks:  Applications in Fuel-Efficient Platooning,An investigation into the ability of Cellular Vehicle-to-Everything (CV2X) and Dedicated Short-Range Communication (DSRC) systems to accurately send and receive data between vehicles which have lost their line-of-sight (LOS) due to occluding...,"antennas, autonomy, ccat, collision avoidance, computer simulation, connected vehicles, cv2x, dsrc, error prevention, gps, logistic regression, modeling, model intercomparison, non-line-of-sight, platooning, radio communications, radio-frequency, statistical analysis, testing","Sridhar Lakshmanan, Timothy Kleinow, Paul Richardson, Paul Watta, T. Kleinow",,
2819,3724,10.4231/SJJM-4J31,A Guide to Building Data Visualization Capacity,Students' self-assessment of the data visualization process.,"computer graphics technology, data visualization, data visualization pedagogy, teaching principles",Vetria L Byrd,,
2822,3727,10.4231/8CAA-WS64,Transcriptome analysis reveals disruption of circadian rhythms in late gestation dairy cows may increase risk for fatty liver and reduced mammary remodeling.,Circadian disruption increased insulin resistance and decreased mammary development in late gestation cows.  The effect of circadian disruption on liver and mammary transcriptomes was measured to understand how it impacted hepatic function and...,"animal sciences, circadian rhythm, hepatic, mammary, periparturient dairy cows, transcriptome",Theresa M. Casey,,
2825,3730,10.4231/TRXQ-7482,Spreadsheet Programs for Design of SC Walls for Impactive Loading,This package contains two spreadsheet programs for designing steel-plate composite (SC) walls to impactive loading. The first program is based on equations developed by Bruhl et al. (2014) and and the second on equations developed by Kim and Varma...,"civil engineering, impactive loading, missile impact, protective design, steel plate composite","Jungil Seo, Amit H. Varma, Jakob Bruhl",,
2827,3732,10.4231/0R47-4F65,Connecticut River Watershed Riparian Canopy Data,Canopy cover values were extracted from hemispherical camera images from the Connecticut River watershed. Images were collected from June 2016 through April 2017.,"canopy, forestry and natural resources, riparian zone, river, stream","Elizabeth Creech, Peter Raymond, Jacob Daniel Hosen",,
2831,3736,10.4231/SN4J-5570,Supplemental Table 4.1: The PAH analysis of the high energy water accommodated fraction (HEWAF),Supplemental Table 4.1: Measured concentrations (µg/L) of all constituent PAHs present in each of 4 100% HEWAF solutions made with 1 g OFS and 1 L 25 ppt artificial seawater.  ND = not detected.,"deepwater horizon, forestry and natural resources, hewaf, high energy water accommodated fraction, pah, polycyclic aromatic hydrocarbons",Elizabeth B Allmon,,
2832,3737,10.4231/GGB2-WG59,Supplemental Table 5.1: Cardiac function and geometry statistics,"Elizabeth Allmon dissertation, Supplemental Table 5.1: Cardiac function &amp; Geometry statistics","cardiac development, cardiac geometry, cardiac morphology, forestry and natural resources, japanese medaka, oryzias latipes, statistics",Elizabeth B Allmon,,
2833,3738,10.4231/3RX2-WR09,Supplemental Table 5.2: Shear dependent factors statistics,Elizabeth Allmon dissertation; Supplemental Table 5.2: Shear dependent factor statistics,"blood dynamic viscosity, cardiac development, cardiac shear dependent factors, forestry and natural resources, japanese medaka, oryzias latipes, statistics, wall shear stress",Elizabeth B Allmon,,
2834,3739,10.4231/ADDK-QB60,Supplemental Table 5.3: Gene expression statistics,Elizabeth Allmon dissertation; Supplemental Table 5.3: Gene expression Statistics,"cardiac development, forestry and natural resources, gene expression, japanese medaka, mechano-genetic, oryzias latipes, statistics",Elizabeth B Allmon,,
2836,3741,10.4231/72DB-ER33,Elucidating the history of anuran invasions: life history characteristics associated with range expansion in Florida,Publicly available data from VertNet and USGS for Rhinella marina and Osteopilus septentrionalis used for spatial analysis to track their invasion in Florida,"biological sciences, invasion, invasive species, r software, spatial ecology","James Andrew DeWoody, Andrew Joseph Mularo, Ximena E Bernal",,
